OBJECTID,ECAPS,UNIT_ID,PARK_NAME,SUP_DIST,LAST_NAME,STREET_NUM,STREET_NAM,CITY,ZIP,FULL_ADDRESS,FAC_PHONE,POOL_PHONE,SR_PHONE,PLANNING_AREA,CLASSIFICATION,SPECIAL_USE,RGNL_LOCAL,AGENCY,GIS_ACRES,INVENTORY_ACRES,COMMUNITY_BLDG,SR_CENTER,GYMNASIUM,AUDITORIUM,POOL_BLDG,NATURE_CTR,BOAT_INSTR_CTR,RESTROOM,CONCESS_STND,MULTIPURPOSE_ROOM,CLASSROOM,LIBRARY,DOG_PARK,BOXING_CLUB,COMPUTER_LAB,WEIGHT_ROOM,EXHIBIT_AREA,MUSEUM,HISTORIC_VALUE,CIVIC_ART,MEMORIAL,THEATER,GIFT_SHOP,SHERIFF_SUB_STATION,PICNIC_SHELTER,GROUP_PICNIC_SHELTER,AMPHITHEATER,TICKET_BOOTH,MAINTENANCE_YARD_BLDG,TRASH_ENCLOSURE,BASEBALL_FIELD,SOFTBALL_FIELD,SOCCER_FIELD,WIFI,SYNTHETIC_SOCCER_FIELD,FUTSAL,FOOTBALL_FIELD,CRICKET_FIELD,MULTIPURPOSE_OVERLAY,TENNIS_COURT,BASKETBALL_FULL,BASKETBALL_HALF,VOLLEYBALL_SAND,VOLLEYBALL_HARD,SHUFFLEBOARD_COURT,HANDBALL_COURT,LAWN_BOWLING,SWIMMING_POOL,WADING_POOL,SPLASH_PAD,FITNESS_ZONE,BOATING_AREA,LAKE,BOAT_RENTAL,SWIM_BEACH,SAILING_AREA,FISHING_LAKE,EQUESTRIAN_BOARDING,TRAIL_STAGING_AREAS,HORSE_DRINKER,HORSE_TIES,HORSE_ARENA,MULTIUSE_TRAIL,HORSE_TRAIL,HIKING_TRAIL,BICYCLE_TRAIL,HORSESHOE_PIT,DISC_GOLF_HOLES,BMX_TRACK,IN_GROUND_SKATE_PARK,ABOVE_GROUND_SKATE_PARK,COMMUNITY_GARDEN,SPECIALTY_GARDEN,CONTROL_AIRPLANE_AREA,MODEL_BOAT_AREA,SHOOTING_RANGE,ANIMAL_EXHIBIT,WILDLIFE_SANCTUARY,PLAY_AREA_2_5_YRS,PLAY_AREA_5_12_YRS,PLAY_AREA_2_12_YRS,GOLF_COURSE_HOLES,PUTTING_GREEN,DRIVING_RANGE,CLUB_HOUSE,BANQUET_ROOM,SNACK_SHOP,COFFEE_SHOP,PRO_SHOP,GOLF_CARTS,CAMPING_TENT,CAMPING_GROUP,CAMPING_RV,RV_DUMP_STATION,SHOWERS,BRBQS,OUTDOOR_KITCHEN,PICNIC_TABLES,DRINKING_FOUNTAINS,TELEPHONE,VENDING_MACHINE,BANNERS_KIOSKS,EDUCATIONAL_SIGNAGE,PLAZA,OUTDOOR_STAGE,MAINTENANCE_YARD,SECURITY_LIGHTING,PARKING_ONSITE,PARKING_OSV,SHARED_PARKING,CEN_LAT,CEN_LON,P_Classification_Count,Special_Use_Count,Amenity_A,Amenity_B,Amenity_C,Amenity_D,Text_A,Text_B,Text_C,Shape__Area,Shape__Length
5984,PATH,6563,Pathfinder Community Regional Park,1,Pathfinder Community Regional Park,18150,Pathfinder Road,Rowland Heights,91748,"18150 Pathfinder Road, Rowland Heights, CA  91748",562-690-0933,,,ESGV,CR,,R,E,28.9643376,28.96,3,0,0,1,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,1,1,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,13,7,1,0,1,0,1,0,1,1,2,0,0,33.96679769,-117.9119451,0,0,0,0,0,,Brea Heights Park,Heights District,Unincorporated,1261682.61035156,6586.95187042482
5985,PAYN,45408,Theodore Payne Wildlife Sanctuary,5,Payne Wildlife Sanctuary,,Avenue U and 235th St E,Llano,93544," Avenue U and 235th St E, Llano, CA  93544",661-944-6881,,,AV,SU,S,R,R,156.87278045,156.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.52384561,-117.70867031,0,0,0,0,0,,,No District,Unincorporated,6833357.02441406,10527.9103513155
5986,PEAR,8137,Pearblossom County Park,5,Pearblossom Park,33922,North 121st Street East,Pearblossom,93553,"33922 North 121st Street East, Pearblossom, CA  93553",661-944-2988,,,AV,NH,,L,N,7.73785008,7.74,1,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,34.50151276,-117.91207639,0,0,0,2,0,,,Antelope Valley District,Unincorporated,337059.69921875,2838.35557537994
5987,PECK,7037,Peck Road Water Conservation Park,5,Peck Road Water Conservation Park,5401,North Peck Road,Arcadia,91006,"5401 North Peck Road, Arcadia, CA  91006",626-334-1065,,,WSGV,R,,R,R,26.10444014,26.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,34.09950313,-118.01383682,0,0,0,0,0,,,No District,City of Arcadia,1137105.86816406,8894.32340398375
5988,PEPP,8300,Pepperbrook Park,1,Pepperbrook Park,1701,South Countrywood Avenue,Hacienda Heights,91745,"1701 South Countrywood Avenue, Hacienda Heights, CA  91745",626-333-1369,,,ESGV,NH,,L,E,5.14549873,5.15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,1,1,0,0,33.99270457,-117.94303403,0,0,0,0,0,,,Heights District,Unincorporated,224137.22265625,1952.52558934646
5989,SCHA,6562,Peter F. Schabarum Regional Park,1,Schabarum Regional Park,17250,East Colima Road,Rowland Heights,91748,"17250 East Colima Road, Rowland Heights, CA  91748",626-854-5560,,,ESGV,R,,R,R,577.10548265,577.11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,5,1,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,33.97947206,-117.93264154,0,0,1,3,0,,Otterbein Regional State Park,No District,Unincorporated,25138636.4960938,30654.3063879089
5990,PHAC,8395,Phacelia Wildflower Sanctuary,5,Phacelia Wildflower Sanctuary,,E Avenue D and 200th St E,Antelope Valley,93535," E Avenue D and 200th St E, Antelope Valley, CA  93535",661-944-6881,,,AV,SU,S,R,R,160.49102171,160.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.78282584,-117.76969445,0,0,0,0,0,,,No District,Unincorporated,6990967.12207031,10577.7406166693
5991,PICK,45388,Pickens Canyon Park,5,Pickens Park,2391,West Foothill Boulevard,La Crescenta,91214,"2391 West Foothill Boulevard, La Crescenta, CA  91214",818-249-5940,,,WSGV,N,,L,N,0.18249286,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.21928704,-118.23085269,0,0,0,0,0,,,Foothill District,Unincorporated,7949.3623046875,594.273151153971
5992,PICO,45524,Pico Canyon Park,5,Pico Canyon Park,25600,Pico Canyon Road,Stevenson Ranch,91381,"25600 Pico Canyon Road, Stevenson Ranch, CA  91381",661-222-9536,,,SC,P,,L,N,15.54698603,15.54698603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34.3775429,-118.58418557,0,0,0,0,0,,,Santa Clarita Valley District,Unincorporated,677224.600585938,4952.44469621049
5993,,45862,Pioneer Park,5,zzz  Pioneer Park (Undeveloped),,W Avenue J and 105th St W,Lancaster,93536," W Avenue J and 105th St W, Lancaster, CA  93536",,,,AV,U,,,TBD,4.68234967,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.69157999,-118.31881391,0,0,0,0,0,,,No District,Unincorporated,203962.514648438,1896.80121234122
5994,PLAC,12567,Placerita Canyon Natural Area and Nature Center,5,Placerita Canyon Natural Area and Nature Center,19152,Placerita Canyon Road ,Newhall,91321,"19152 Placerita Canyon Road , Newhall, CA  91321",661-259-7721,,,SC,SU,NA,R,R,360.43642449,360.44,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,34.37369915,-118.45062342,0,0,1,5,0,,,No District,Unincorporated,15700561.7304688,32814.0360039297
5995,RIM,7055,Rimgrove Park,1,Rimgrove Park,747,North Rimgrove Drive,La Puente,91744,"747 North Rimgrove Drive, La Puente, CA  91744",626-330-8798,,,ESGV,NH,,L,E,9.59662676,9.6,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,34.0312993,-117.9206022,1,,0,0,0,,Rimgrove Drive Neighborhood Park,San Gabriel Valley District,Unincorporated,418027.751953125,2629.6964195758
5996,FDR,10365,Franklin D. Roosevelt Park,2,Roosevelt Park,7600,Graham Avenue,Los Angeles,90001,"7600 Graham Avenue, Los Angeles, CA  90001",323-586-7228,323-586-7203,323-586-7217,M,CR,,R,S,24.34505107,24.35,0,1,1,0,1,0,0,7,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,2,1,1,0,0,0,0,0,1,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,4,0,1,10,0,0,0,1,6,4,0,0,33.97020412,-118.24204669,1,,1,0,0,,,Central West District,Unincorporated,1060467.1171875,4991.32845542138
5997,ROW,10511,Rowland Heights Park,1,Rowland Heights County Park,1500,South Banida Avenue,Rowland Heights,91748,"1500 South Banida Avenue, Rowland Heights, CA  91748",626-912-6774,,,ESGV,C,,L,E,10.23336069,10.23,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,5,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,0,0,1,1,1,0,0,33.98902272,-117.87957349,0,0,1,1,0,,East Rowland Heights Park,Heights District,Unincorporated,445763.801757813,3284.34832418472
5998,CAMP,6234,Roy Campanella Park,2,Campanella Park,14812,Stanford Avenue,Compton,90220,"14812 Stanford Avenue, Compton, CA  90220",310-603-3720,310-603-7011,,M,NH,,L,S,9.94920086,9.95,1,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,1,1,1,0,0,33.89813357,-118.2599075,0,0,0,7,0,,Krist Park,Southwest District,Unincorporated,433385.836914063,2639.66162804932
5999,,12780,Saddle Peak,3,zzz  Saddle Peak,,Pluma Rd and Via Taz St,Malibu,90265," Pluma Rd and Via Taz St, Malibu, CA  90265",,,,SMC,U,,,TBD,9.35734402,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.07330447,-118.65734096,0,0,0,0,0,,,No District,Unincorporated,407604.633789063,3647.16442094441
6000,SALA,10714,Ruben F Salazar Park,1,Salazar Park,3864,Whittier Boulevard,Los Angeles,90023,"3864 Whittier Boulevard, Los Angeles, CA  90023",323-260-2330,323-260-2378,,M,NH,,L,E,7.92198998,7.92,1,0,1,0,1,0,0,2,0,2,5,0,0,0,1,0,0,0,1,3,0,0,0,0,1,1,0,0,1,1,0,2,0,8,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,34.02290138,-118.19021767,1,,0,3,0,,"East Los Angeles Playground, Laguna Park & Playground",East Los Angeles District,Unincorporated,345080.811523438,2590.58774993209
6001,SANG,10784,San Angelo Park,1,San Angelo Park,245,South San Angelo Avenue,La Puente,91746,"245 South San Angelo Avenue, La Puente, CA  91746",626-333-6162,,,ESGV,NH,,L,E,8.6562458,8.66,2,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,34.05025485,-118.00245589,1,,0,0,0,,Bassett Area Park,San Gabriel Valley District,Unincorporated,377064.897460938,2652.19952531529
6002,SAND,100019,San Dimas Canyon Natural Area and Nature Center,5,San Dimas Canyon Natural Area and Nature Center,1628,Sycamore Canyon Road,San Dimas,91773,"1628 Sycamore Canyon Road, San Dimas, CA  91773",909-599-7512,,,ESGV,SU,NA,R,R,87.52818607,87.53,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,34.13293769,-117.79718282,0,0,2,2,0,,,No District,City of San Dimas,3812555.609375,13783.8336342925
6003,SJCO,100025,San Jose Creek Overlook,1,San Jose Creek Overlook,,Workman Mill Rd and Lacewood Dr,Whittier,90601," Workman Mill Rd and Lacewood Dr, Whittier, CA  90601",323-260-2360,,,ESGV,N,,L,E,2.97940561,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.03284234,-118.01420655,0,0,0,0,0,,,San Gabriel Valley District,Unincorporated,129782.5078125,3371.93926042335
6004,SAGC,7018,Santa Anita Golf Course,5,Santa Anita Golf Course,405,South Santa Anita Avenue,Arcadia,91006,"405 South Santa Anita Avenue, Arcadia, CA  91006",626-447-2331,,,WSGV,SU,G,R,G,129.1147047,129.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1332295,-118.03649783,0,0,0,0,0,,,No District,City of Arcadia,5624306.24023438,11851.7173110548
6005,SFD,6999,Santa Fe Dam Recreational Area,1,Santa Fe Dam Recreational Area,15501,East Arrow Highway,Irwindale,91706,"15501 East Arrow Highway, Irwindale, CA  91706",626-334-1065,,,WSGV,R,,R,R,952.38036256,952.38,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,34.11771338,-117.94985065,0,0,0,11,0,,,No District,City of Irwindale,41485559.3203125,40741.4752916891
6006,SAYB,24536,Saybrook Park,1,Saybrook Park,6250,East Northside Drive,Los Angeles,90022,"6250 East Northside Drive, Los Angeles, CA  90022",323-724-8546,,,M,NH,,L,E,4.82536229,4.83,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,34.01328791,-118.13668643,1,,0,0,0,,,East Los Angeles District,Unincorporated,210192.135742188,1919.97963490432
6007,,12332,Secret Valley,3,zzz  Secret Valley,,Calabasas Peak Mtwy and Old Topanga Cyn Rd,Calabasas,91302," Calabasas Peak Mtwy and Old Topanga Cyn Rd, Calabasas, CA  91302",,,,SMC,U,,,TBD,41.7706594,41.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.11990308,-118.6479478,0,0,0,0,0,,,No District,Unincorporated,1819524.25390625,5393.60519937891
6008,SORE,12858,Sorensen Park,4,Sorensen Park,11419,Rosehedge Drive,Whittier,90606,"11419 Rosehedge Drive, Whittier, CA  90606",562-908-7763,,,G,C,,L,S,10.90047423,10.9,1,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,5,0,0,1,0,1,1,1,1,1,0,1,33.979382,-118.06115874,1,,0,0,0,,Rincon & West Whittier,Southeast District,Unincorporated,474823.180664063,2768.26479226097
6009,SCBG,5879,South Coast Botanic Garden,4,South Coast Botanic Garden,26300,Crenshaw Boulevard,Palos Verdes Estates,90274,"26300 Crenshaw Boulevard, Palos Verdes Estates, CA  90274",310-544-6815,,,SB,SU,B,R,R,81.76242802,81.76,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,33.78297971,-118.34506966,0,0,0,2,0,,Palos Verdes Landfill,No District,Unincorporated,3561560.26171875,8020.44559319631
6010,STEI,24537,William Steinmetz Park,1,Steinmetz Park,1545,South Stimson Avenue,Hacienda Heights,91745,"1545 South Stimson Avenue, Hacienda Heights, CA  91745",626-855-5383,,626-934-7041,ESGV,C,,L,E,11.52677857,11.53,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,1,1,1,0,0,0,0,0,1,1,0,0,34.00284116,-117.9612623,1,,0,0,0,,Stimson Park,Heights District,Unincorporated,502104.907226563,3010.31415619996
6011,STON,46287,Stoneview Nature Center,2,Stoneview Nature Center,5950,Stoneview Drive,Culver City,90232,"5950 Stoneview Drive, Culver City, CA  90232",,,,W,SU,NA,R,R,5.01099869,5.01,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,34.01419001,-118.37696247,0,0,0,0,0,,,No District,City of Culver City,218278.42578125,1893.6374406375
6012,SUN,7056,Sunshine Park,1,Sunshine Park,515,South Deepmead Avenue,La Puente,91744,"515 South Deepmead Avenue, La Puente, CA  91744",626-854-5559,,,ESGV,NH,,L,E,7.04664447,7.05,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,34.00931774,-117.90128853,0,0,0,0,0,,Southeast Valinda Park,San Gabriel Valley District,Unincorporated,306950.875976563,2278.38155623967
6013,WATK,6225,Ted Watkins Memorial Park,2,Watkins Memorial Park,1335,East 103rd Street,Los Angeles,90002,"1335 East 103rd Street, Los Angeles, CA  90002",323-357-3032,323-357-3179,,M,CR,,R,S,27.66897476,27.67,1,0,1,0,1,0,0,8,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,1,4,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,39,9,0,1,1,0,1,1,1,10,4,0,0,33.94451639,-118.25154661,1,,1,3,0,,"Will Rogers Memorial Park, Catherine McDonough Recreation Area",Central West District,Unincorporated/City of Los Angeles,1205256.78515625,4657.49272357126
6014,BURT,14739,Thomas S. Burton Park,1,Burton Park,16490,East Santa Bianca Drive,Hacienda Heights,91745,"16490 East Santa Bianca Drive, Hacienda Heights, CA  91745",626-333-1369,,,ESGV,NH,,L,E,11.75278232,11.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,4,0,0,0,0,0,0,1,1,1,0,0,33.99077088,-117.95159059,0,0,0,0,0,,"Salto County Park, Price Memorial Field",Heights District,Unincorporated,511949.59765625,2785.8986834139
